[10307],0.04199068825826267
[10311],0.0349761072756571
[10311, 10315],0.012430769407274443
[10295, 10311],0.01129907089238548
[12487],0.03364631918305856
[10311, 12487],0.011349251467439713
[12483, 12487],0.015389017365128228
[12559],0.017516021476887193
[12695],0.019303255241711233
[12703],0.02825309505318608
[12695, 12703],0.01223390885138401
[10311, 12703],0.011225922646916348
[12487, 12703],0.012584331351846369
[12691],0.013421908532518703
[12831],0.016200502577480687
[12819],0.01611087929304865
[12567],0.014061697285025576
[12663],0.027715602224476533
[12895],0.05597360830246931
[12875],0.01950375342208417
[12407],0.011834744260819102
[12483],0.03041144445993526
[12715],0.018829321340969592
[12723],0.019852795110741454
[12621],0.022863265006875518
[12431],0.019094657671029906
[12679],0.026689480111170442
[12627],0.010929142661326817
[12355],0.016289436315780854
[12411],0.012192611712263265
[10877],0.022343792023731407
[12751],0.016097911969974295
[12463],0.011282567282192428
[12655],0.01076462028874866
[10315],0.05270110209595634
[18787],0.011562203901796079
[12659],0.016130596075743787
[12759],0.011466644352559835
[12779],0.011246756606101176
[12827],0.013954573385866377
[12827, 12895],0.011293385759178258
[18863],0.014242349394908493
[10295],0.02869122568917812
[10295, 10307],0.015164336801952205
[10295, 10315],0.010429856626937727
[10331],0.010089191716635134
[12683],0.0100188065308175
[10335],0.018278233315521666
[12795],0.012135732324986173
[12783],0.014916796152449268
[12339],0.01431911467127596
[34889],0.010041787710623862
[34893],0.017320692218059968
[32205],0.011917404323123824
[33469],0.05777494350687046
[33449],0.05733038130789626
[33449, 33469],0.020673791582072113
[32213],0.023917525932802955
[12703, 32213],0.010643975334886266
[34905],0.010143395437204251
[34885],0.013009367544590443
[33433],0.012593507945370742
