[368],0.07754059964621772
[25],0.014518698304506377
[52],0.01947381287266427
[240],0.014259153374547712
[274],0.025912278197735655
[130, 274],0.010090307753539222
[448],0.012728546548014709
[538],0.03936078309688318
[448, 538],0.013748459737738984
[561],0.02769568843379865
[346, 561],0.012605613200052483
[630],0.01478124419946999
[687],0.017292823389528197
[775],0.03727693806350601
[75, 775],0.01146686954921283
[825],0.030671368508494896
[39, 825],0.017757524499874867
[704, 825],0.016846603064207048
[39, 704, 825],0.01575342501949224
[834],0.012751960529502891
[120],0.04855969240938929
[39],0.041695803582970044
[39, 145],0.01051809452194376
[205],0.035015124151256266
[21, 205],0.011662072882159511
[205, 529],0.011249247919491338
[401],0.0360462499006983
[401, 460],0.010533519828712678
[581],0.02942104114332707
[419, 581],0.010202180163646614
[704],0.017662232703351263
[39, 704],0.020272457740483085
[814],0.016335393483184756
[35],0.020256110148273145
[674],0.025008608868671536
[733],0.01105001768166492
[854],0.02746492381722726
[950],0.015173523055304582
[937],0.0459769597818735
[422],0.012396377575940304
[449],0.018964376708058353
[857],0.01647464622812853
[21, 857],0.010633350836875903
[793, 857],0.010396232030293771
[413, 857],0.01045861564632406
[895],0.03368543475446055
[964],0.01512800146699796
[766],0.06148764853490453
[883],0.047973982044515646
[283],0.04053759754605901
[217, 283],0.01255356628725381
[229],0.022710274852423985
[294],0.014286854483711923
[381],0.029186541452243902
[708],0.010617906410569531
[708, 883],0.010031868937767327
[738],0.020980745236511618
[853],0.018541657409689497
[571, 853],0.011202024584360972
[623, 853],0.011136422844752702
[795, 853],0.011615697916802966
[571, 795, 853],0.010014304954587883
[623, 795, 853],0.010102883034303902
[966],0.03883472401892519
[978],0.011358882995409205
[104],0.01026438431336533
[143],0.013975994268061905
[143, 460],0.010058928401574989
[569],0.02751406914046525
[620],0.02121696943729861
[798],0.030023951656985414
[529],0.06956053324201496
[682],0.0408325563944658
[368, 682],0.015567788417145897
[7],0.010278620316753726
[185],0.01501762911123916
[214],0.018668504705099374
[214, 354],0.012941368662066976
[350],0.030660026784838475
[658],0.018555984951305983
[782],0.027776836875173117
[529, 782],0.012834378046896864
[598, 782],0.011549685666547644
[529, 598, 782],0.010807594716250406
[809],0.022175596635119327
[947],0.036475418996358894
[923, 947],0.011400004138732264
[970],0.020776512886896723
[227],0.01865839977403343
[227, 722],0.017765549299078764
[12, 227],0.010988959834016293
[12, 227, 722],0.010140526295406991
[390],0.02615787225011981
[227, 390],0.017292984589348318
[227, 390, 722],0.015113887183532251
[390, 722],0.0174038627229956
[12, 390],0.011148586264063723
[914],0.040054178426558486
[71],0.034548173117743136
[71, 766],0.011030368339804385
[192],0.019914490395202027
[208],0.014721939321042597
[279],0.029512204592618472
[280],0.020812866980582934
[496],0.012483588999292281
[530],0.011791003884554192
[597],0.0284690240325937
[597, 766],0.0109596213804779
[618],0.012907441912935537
[675],0.02928183106024762
[720],0.03831696068176282
[932],0.01754774856721541
[217],0.05323251876178105
[183],0.03836443882991998
[183, 766],0.01061208982542595
[193],0.010098970270342721
[276],0.024725857919815797
[653],0.026852200094940423
[706],0.01773252642825292
[878],0.020439881933195053
[538, 878],0.01209119621346899
[177],0.04655467609428392
[161],0.023063946766228076
[175],0.028665045768692606
[175, 766],0.01096971238316184
[424],0.014299480710047495
