[368],0.07830322110475456
[561],0.027894394157146323
[834],0.013449833311045031
[240],0.014152959876839805
[25],0.013716906902833411
[687],0.017638927107617906
[448],0.013045519871048569
[52],0.01980656405790299
[825],0.031211683843938704
[39, 825],0.0176132382223261
[630],0.015310749567962684
[538],0.039451637114168776
[274],0.0267778874344944
[775],0.03714831555340254
[120],0.049467160990887125
[39],0.0421105191827978
[814],0.016813533073600173
[205],0.035590077658299434
[581],0.029146435688821526
[704],0.018196504148021358
[39, 704],0.015572620357368139
[401],0.03613062409523953
[854],0.028271885661268054
[733],0.011562476971780101
[674],0.025095409017330157
[950],0.014352337139678779
[35],0.01927927578033835
[937],0.04639090260819224
[895],0.033479951383709454
[120, 895],0.010201980135983472
[449],0.01881399771194857
[964],0.015034965584163512
[857],0.015708084112881177
[422],0.012313405445695869
[766],0.061501317107921866
[883],0.04816280037862328
[283],0.04053555289339536
[217, 283],0.01138458360812961
[738],0.0209556926654922
[708],0.010797619096581591
[229],0.022808787481300084
[381],0.029408104461820926
[978],0.011522188483382373
[966],0.03887323772543515
[294],0.013562356824248485
[853],0.017146702980674926
[798],0.030629897130010693
[143],0.013967333622928742
[569],0.02819175188603256
[620],0.020865789826592235
[104],0.011415642130509445
[529],0.06994608563544806
[682],0.04085526782104583
[368, 682],0.015240196240148432
[494, 682],0.01038782393081003
[185],0.01514373936000783
[782],0.027505233846160344
[529, 782],0.011661462220194981
[214],0.018633325321699753
[214, 354],0.012255119263248026
[658],0.019028421708897764
[350],0.02991291456907865
[809],0.021196780312953682
[970],0.020432860770821813
[947],0.036422289332053284
[32, 947],0.01119535956583254
[217, 947],0.011581662520036048
[227],0.017954413249489258
[227, 722],0.013810265475103849
[390],0.026651608800615706
[390, 722],0.014763481404956234
[530],0.012505704479403709
[192],0.01960256509460526
[914],0.039709616616046516
[675],0.030014425689672518
[720],0.03896283505816464
[279],0.029710378236452166
[280],0.020222679448659502
[208],0.014937613411667725
[618],0.013576969536260227
[71],0.03466481327275839
[71, 766],0.010426741491398049
[496],0.013928295658837148
[597],0.02858542061800384
[932],0.017688473229429236
[217],0.05319450230325797
[878],0.02078927127988003
[706],0.017833380192722424
[653],0.025800163107252586
[183],0.03820246478673277
[276],0.024785791418932272
[177],0.04579568053543313
[623],0.018134365534914057
[571],0.028505374643987048
[795],0.032951058596197985
[490],0.010074261533336813
[424],0.01426035779361296
[161],0.022837865696917477
[960],0.027550243027854554
[175],0.027252531718991158
[910],0.017017279092425192
[130],0.016355264110168376
[125],0.01298308299688459
[392],0.024320838631429264
[461],0.014981616230726282
[862],0.035206970092915894
[120, 862],0.010113274315575866
[494, 862],0.011164538719592021
[78],0.024278081127972053
[27],0.021391834698911125
[900],0.011712610688585052
[921],0.02376036169270477
[572],0.016031622436618747
[147],0.014231510982414698
[411],0.019941274908765752
[803],0.022227658979611053
[778],0.02474112863549818
[579],0.021411646541208255
[888],0.036437715339125175
[290],0.017692496629570363
[458],0.011066190979824272
[944],0.027827657240738414
[494, 944],0.010686913947398196
[523],0.021966787672612887
[266],0.010197875213445798
[614],0.030924612634954746
[43],0.016960394685845998
[513],0.012713832364608433
[70],0.023996338655431017
[70, 684],0.013116031365124584
[874],0.021990782957768372
[480],0.023034143366243914
[334],0.02138855481890546
[204],0.021326285222726112
[504],0.012725259741814064
[151],0.025267124578135364
[890],0.014302368134198353
[722],0.057815871245473036
[419],0.050030465982025825
[844],0.027777016400905727
[73],0.021624639523749788
[918],0.029798240186401554
[469],0.015455722706501909
[310],0.013822119896545715
[810],0.012713324926055158
[846],0.014976454118361102
[967],0.016898717315557938
[789],0.04263787096560647
[789, 829],0.013507212720509004
[403],0.01711049852711323
[526],0.027865626476134817
[975],0.017527884494754058
[788],0.023486371777443074
[326],0.015084606305686992
[774],0.020428295362787858
[201],0.010142720471792386
[116],0.021626437414980937
[198],0.014452429187636928
[805],0.017549912036297695
[946],0.013172740325455264
[541],0.036921551233287844
[494, 541],0.010984423240616773
[171],0.010186274576929121
[701],0.012723557785076665
[935],0.017306217524941943
[780],0.022785424675579022
[487],0.031092834574592138
[217, 487],0.010046142058307814
[471],0.028598280733783572
[638],0.02241053741860828
[735],0.01663140239303751
[631],0.027919326939356937
[494, 631],0.010053512748948635
[678],0.013040226751957165
[763],0.01881498514875286
[17],0.016764688135353544
[956],0.03605880431727562
[242],0.022969298845658098
[758],0.02846310758561615
[145],0.04501624191890858
[790],0.011136878840509049
[885],0.030037768724213678
[385],0.016746048928567965
[676],0.026883969441050603
[792],0.012493399490586364
[859],0.012242664326647073
[522],0.026836401618469563
[617],0.025739775403473237
[354],0.05789033486776247
[684],0.053918969608040566
[740],0.01616936019154307
[548],0.02829869650550508
[296],0.021622650878561373
[296, 829],0.010880014866182171
[841],0.01904575438844128
[12],0.033562305278099336
[12, 722],0.010760355136995319
[829],0.06713557157348676
[346],0.03422168424893248
[217, 346],0.02067667801909236
[283, 346],0.013581025924776668
[217, 283, 346],0.012289762127434965
[477],0.024406746610618153
[605],0.016373930916711563
[210],0.01946874865258019
[884],0.01638646488024166
[460],0.04444593501486657
[649],0.013198374635076782
[234],0.013733646527514498
[746],0.01874053640583154
[600],0.012036628568287744
[157],0.01125535842644309
[28],0.014687215874888597
[115],0.017165445050157484
[919],0.03601820988008945
[5],0.010733037761181497
[517],0.011647359737191354
[744],0.021560520892996527
[736],0.014631200040387253
[494],0.050664651158115755
[673],0.016688631567187022
[489],0.03345355357489081
[641],0.014793198550366593
[196],0.021006067348700495
[362],0.04355116489462015
[591],0.012471673213707003
[31],0.01698632850577957
[58],0.013026549322717079
[651],0.01279336054417967
[181],0.012410757398606587
[472],0.020927164735599947
[573],0.012096995370189677
[628],0.01036624176990777
[988],0.011527827413788294
[154],0.014522589756187289
[832],0.020305401395101313
[580],0.016607961005206662
[871],0.02797716326007847
[632],0.010019195840373883
[111],0.011436263045207852
[168],0.015048436415891264
[72],0.028183743311418197
[981],0.01546801457835229
[10],0.013509017879167634
[132],0.026138264994422396
[32],0.04205353798362791
[348],0.012224075215104355
[54],0.025673346687018806
[239],0.02715166280098586
[21],0.02627133518846463
[100],0.016833165968414002
[500],0.014102275561520557
[48],0.02453956282045559
[126],0.010372660484580963
[319],0.013446218702154495
[765],0.016866059045288116
[684, 765],0.011860814159119451
[639],0.015459928811343449
[521],0.015109442844259174
[594],0.014764020117197725
[387],0.02053629804996378
[285],0.025535749089642918
[32, 285],0.010291313902377487
[112],0.026801768989796713
[140],0.026752873958239436
[583],0.013545684492265363
[606],0.02688311685804185
[93],0.02732431600326692
[236],0.025818818829727124
[952],0.015809195568109034
[941],0.010598060606218285
[90],0.01851284956252328
[593],0.025914225438014863
[120, 593],0.010222138381502969
[122],0.010779796709412395
[718],0.012262323995508627
[1],0.015275084681683253
[516],0.01538902732730793
[423],0.013833079960717356
[6],0.021299429597318155
[797],0.026790768261841996
[913],0.018676108875072622
[69],0.023355347622534977
[69, 362],0.011940620229492212
[577],0.016580434118388224
[995],0.01530546975288409
[470, 995],0.010238546196788937
[110],0.018008467787876667
[509],0.03042280971328588
[611],0.014549470879750635
[343],0.016005452625263948
[527],0.011114001035486607
[33],0.014319887664800812
[33, 217],0.012830277347745212
[33, 283],0.012557415550127434
[33, 217, 283],0.011805620477068656
[989],0.011941147191267133
[336],0.010664862478228534
[793],0.030096406393379967
[97],0.014505924972449728
[574],0.013142163332789277
[598],0.03169025247973208
[529, 598],0.013343521297179806
[470],0.04079618439972914
[427],0.018596799680838185
[37],0.011966558472250309
[992],0.011247555240555577
