[12487],0.03211934526198721
[10315, 12487],0.03211934526198721
[12487, 12895],0.024762624329132996
[12483, 12487],0.02956750864490117
[12487, 12703],0.02764879435668471
[12479, 12487],0.01817427405623622
[10311, 12487],0.033137985650298546
[10295, 12487],0.020164000974723102
[10295, 10315, 12487],0.010231104826415907
[12487, 12679],0.010586491351967812
[12487, 12875],0.021885009094518227
[10307, 12487],0.02426308002559564
[12487, 12695],0.013984667978224813
[12487, 32213],0.02450989222504043
[10315, 12487, 32213],0.014149535691611089
[12487, 32201],0.010968047192408827
[12487, 33449],0.02209531335646293
[12487, 33469],0.01808747968765199
[12487, 34893],0.01801594476263848
[10335, 12487],0.013201329738789827
[10311],0.033137985650298546
[10311, 10315, 12487],0.017453683919350028
[10311, 12487, 12703],0.010912354883509133
[10311, 12695],0.013984667978224813
[10311, 12703],0.02764879435668471
[10311, 10315, 12703],0.015457866303570107
[10311, 10315],0.033137985650298546
[10311, 10315, 12895],0.012494044053424804
[10311, 12895],0.033137985650298546
[10311, 12483],0.02956750864490117
[10307, 10311],0.030625566851807368
[10307, 10311, 10315],0.012488121068343228
[10307, 10311, 12895],0.012474690344174926
[10311, 12875],0.021885009094518227
[10295, 10311],0.02648191103352517
[10295, 10311, 10315],0.017408552367234726
[10295, 10311, 12895],0.012854714699083865
[10295, 10307, 10311],0.010789496434279606
[10311, 12827],0.014521506837129654
[10311, 33449],0.01373314584102077
[10311, 32213],0.02450989222504043
[10311, 10315, 32213],0.010182715677686745
[10311, 33469],0.02674904018914327
[10311, 34893],0.017409695991833375
[10311, 10335],0.012732255672063864
[10307],0.030625566851807368
[10307, 10315, 12487],0.011017536002506094
[10307, 12895],0.030625566851807368
[10307, 12819],0.011784246441199605
[10307, 12831],0.015451129305252914
[10307, 12703],0.025525683190598156
[10307, 10315],0.030625566851807368
[10307, 10315, 12895],0.012203726428310368
[10307, 12695],0.01150958246983856
[10291, 10307],0.010819717464451335
[10295, 10307],0.02648191103352517
[10295, 10307, 10315],0.01731658735534394
[10295, 10307, 12895],0.01441245209343792
[10307, 12795],0.013841916144117321
[10307, 12679],0.02107132833288075
[10307, 12663],0.013709296939656506
[10307, 12463],0.012421781715497966
[10307, 12479],0.011166830551667667
[10307, 12483],0.018449260138286593
[10307, 12875],0.013505804494774565
[10307, 12715],0.010684344725654315
[10307, 12827],0.014521506837129654
[10307, 12827, 12895],0.011105585842992802
[10307, 33469],0.024514299744293738
[10307, 33449, 33469],0.01210226561150314
[10307, 33449],0.023966651126660167
[10307, 32213],0.016105771681710956
[10307, 10335],0.013381702140889904
[12559],0.019198706218273496
[12703],0.02764879435668471
[12691, 12703],0.015030705702423394
[12695, 12703],0.013984667978224813
[12703, 12895],0.027482168121966598
[12703, 12895, 33449],0.010088124661695785
[12483, 12703],0.02667896016490573
[10315, 12703],0.02764879435668471
[10315, 12487, 12703],0.013711258607509985
[10295, 12703],0.02648191103352517
[12679, 12703],0.013997828396582415
[12703, 12875],0.021885009094518227
[10307, 10315, 12703],0.01176850094576218
[12663, 12703],0.013130142193169483
[12703, 33469],0.018101114772366686
[12703, 32213],0.02450989222504043
[12703, 34893],0.01801594476263848
[12703, 33449],0.026686456074337464
[12695],0.013984667978224813
[12691, 12695],0.014706164857218327
[12695, 12895],0.013984667978224813
[12695, 12831],0.015451129305252914
[10315, 12695],0.013984667978224813
[10295, 12695],0.02648191103352517
[12679, 12695],0.02059816180783775
[12483, 12695],0.010779376851132151
[12695, 33469],0.013984667978224813
[12695, 33449, 33469],0.012354377705392463
[12695, 34889],0.010937989574391495
[12695, 33449],0.013984667978224813
[12695, 32213],0.014045615916121126
[12695, 34897],0.01119492503611314
[12691],0.016507755952184157
[10295, 12691],0.010497122039754898
[12691, 12895],0.012668295067462103
[10315, 12691],0.016507755952184157
[10307, 12691],0.011778476324204807
[12691, 34885],0.010207997816113442
[12691, 33449],0.016507755952184157
[12691, 33469],0.015126948658424455
[12515],0.010847495741075991
[12831],0.015451129305252914
[10311, 12831],0.013089711139309818
[12831, 12895],0.015451129305252914
[12819, 12831],0.01163837258856916
[12795, 12831],0.013841916144117321
[10315, 12831],0.015451129305252914
[12679, 12831],0.012351707486167792
[12827, 12831],0.014521506837129654
[12483, 12831],0.013893909315836986
[10295, 12831],0.015526842019229091
[10295, 10315, 12831],0.010143039629067131
[12487, 12831],0.014264462179302733
[12831, 33469],0.015451129305252914
[12831, 33449],0.015451129305252914
[12823],0.01208422405229883
[10291],0.010095023374658068
[10291, 10295],0.011383101030283628
[12819],0.01736531823734238
[10315, 12819],0.015277805916348416
[12819, 12895],0.01736531823734238
[12795, 12819],0.013841916144117321
[10295, 12819],0.014257505378317333
[12819, 33469],0.012907330647654194
[12819, 33449],0.011692976599458922
[12567],0.013177910525082222
[12663],0.022134633930657385
[12663, 12895],0.022134633930657385
[10315, 12663],0.012605457484709148
[12663, 12679],0.012224454725749671
[18691],0.013378140637283393
[12895],0.053816639246633366
[12807],0.011451731328995204
[12875],0.021885009094518227
[12487, 12703, 12875],0.012266127523180678
[12875, 12895],0.02081033913309533
[10315, 12875],0.021885009094518227
[12483, 12875],0.01911568660746067
[12875, 32213],0.013394202984870731
[12875, 34893],0.01801594476263848
[12519],0.015815555384876338
[12407],0.012656485578024734
[12715],0.01980821357065597
[12715, 12895],0.010370693618051511
[10315, 12715],0.017060874678879522
[12715, 12723],0.011824045768881793
[12715, 33469],0.012167607145059324
[12479],0.01817427405623622
[12479, 12483],0.017036139468803398
[10311, 12479],0.014698222137054578
[10315, 12479],0.01817427405623622
[10295, 12479],0.012626790425613236
[12479, 12703],0.012956480139814987
[12479, 12695],0.010573356123868439
[12479, 12895],0.013987394010890653
[12723],0.01953865581080627
[10315, 12723],0.014124186348522775
[12555],0.010378560041009286
[12483],0.02956750864490117
[10315, 12483, 12487],0.01432417459592116
[12483, 12487, 12703],0.011542957206688591
[10311, 10315, 12483],0.012321574322986431
[12483, 12895],0.020700893223799793
[10315, 12483],0.02956750864490117
[10295, 12483],0.017102778834246667
[12483, 33469],0.015396626485718325
[12483, 34893],0.023984090412326107
[12483, 32213],0.015614913344937847
[12459],0.011228559079886432
[12621],0.010148091604697027
[10315, 12621],0.01591831851304855
[12679],0.024427409238555926
[12679, 12895],0.024427409238555926
[10315, 12679],0.023485571808526326
[10311, 12679],0.010765032683428828
[10295, 12679],0.014037792888428859
[12679, 33449],0.011460267873718486
[12679, 33469],0.01260802173754483
[12431],0.01856024041081062
[12355],0.016265619685649105
[12367],0.012809303863160752
[12299],0.013439853970780138
[12411],0.011155531451616317
[10877],0.02293442344615404
[12751],0.014248722545470353
[12743],0.01206054588017425
[10307, 12743],0.010373776841829503
[12743, 12779],0.010478157422457078
[12463],0.010660798914106517
[10315, 12463],0.010660798914106517
[12463, 12895],0.010588298498368088
[12463, 12487],0.010660798914106517
[10295, 12463],0.010753856919200418
[12655],0.01308407754905178
[10315, 12655],0.010434527226942604
[12655, 33469],0.011417356488342937
[12775],0.010516159962283358
[10315],0.05208531595521845
[18787],0.010596529509103423
[10857],0.010421851413867266
[18799],0.013698711819325042
[10295],0.02648191103352517
[10295, 10315],0.02648191103352517
[10295, 10315, 12895],0.018507296784862
[10295, 12663],0.010757601662410186
[10295, 12895],0.02648191103352517
[10295, 12895, 33469],0.011870744527981536
[10295, 12895, 33449],0.011635213292824343
[10295, 10315, 12703],0.012340902199187334
[10295, 12795],0.013841916144117321
[10295, 12827],0.014521506837129654
[10295, 12875],0.01088262749440002
[10295, 33469],0.02648191103352517
[10295, 33449, 33469],0.016359365430220485
[10295, 33449],0.025317432301100982
[10295, 32213],0.011104448673795717
[12659],0.019603125479558565
[12795],0.013841916144117321
[10315, 12795],0.013841916144117321
[12795, 12895],0.013841916144117321
[12795, 33469],0.011413070011203598
[12795, 33449],0.013152684926361426
[10335],0.021704022556284508
[10315, 10335],0.021704022556284508
[10295, 10335],0.010141968027228044
[10335, 12895],0.010465991406539149
[12711],0.011611616875592378
[12759],0.011564825505567321
[10315, 12759],0.011564825505567321
[12759, 12895],0.011564825505567321
[12743, 12759],0.010859960613817913
[12695, 12759],0.010533872294833718
[12827],0.014521506837129654
[12827, 12895],0.014521506837129654
[12827, 12895, 33469],0.013171835318993238
[10295, 12827, 12895],0.01447350009889792
[10311, 12827, 12895],0.011847814030969494
[12827, 12875],0.0116593586827034
[10315, 12827],0.014521506837129654
[10315, 12827, 12895],0.012360351219724586
[12827, 33449],0.014521506837129654
[12827, 33469],0.014521506837129654
[12739],0.010821748074430636
[12739, 12743],0.010249110028069112
[12783],0.017525106359509404
[12771],0.010534478113401819
[12779],0.010478157422457078
[10315, 12779],0.010478157422457078
[12739, 12779],0.010478157422457078
[12779, 33449],0.010478157422457078
[12339],0.015237417138654497
[34889],0.01679444904714563
[33469, 34889],0.013738383274281625
[34885, 34889],0.010641270893420339
[34889, 34905],0.010235401787505658
[34893],0.01801594476263848
[33469, 34893],0.011102780449743764
[33449, 34893],0.01628713469329133
[10315, 34893],0.01801594476263848
[12895, 34893],0.012894616011406353
[32213, 34893],0.022826446677697256
[34885, 34893],0.011226386896747662
[33469],0.05403287750844439
[33449, 33469],0.031465871820844836
[32201],0.012487947568453988
[10315, 32201],0.012487947568453988
[10307, 32201],0.010648207509975933
[32201, 32213],0.012487947568453988
[33449],0.05955716964909521
[32213],0.02450989222504043
[12895, 32213],0.015388031452255015
[12487, 12703, 32213],0.01011388705893305
[10311, 12703, 32213],0.010832787553388654
[10315, 32213],0.02450989222504043
[32213, 33449],0.019254065763699514
[32213, 33469],0.015057839377150061
[10335, 32213],0.010067350516612117
[34897],0.013810854769041848
[34893, 34897],0.01303307163948256
[34885, 34897],0.011301141664850495
[33449, 34897],0.013284641573046575
[34901],0.011956241005262195
[33469, 34901],0.01041382755349689
[34889, 34901],0.011956241005262195
[34901, 34905],0.011956241005262195
[34885],0.011301141664850495
[33449, 34885],0.011301141664850495
[33469, 34885],0.011301141664850495
[33449, 33469, 34885],0.01096149182652335
[12895, 34885],0.011301141664850495
[10315, 34885],0.011301141664850495
[34885, 34905],0.010196591380225183
[33433],0.013343416623890934
[33433, 33449],0.013343416623890934
[33433, 33469],0.013343416623890934
[33433, 33449, 33469],0.014257072084565626
[12695, 33433],0.01002936788170525
[35185],0.023400607181241664
[34913],0.011612942316926715
[33437],0.010056579060800453
[33437, 33449],0.010056579060800453
[33437, 33469],0.010056579060800453
[34905],0.014831773284726658
[12695, 34905],0.01089040570023148
[33469, 34905],0.013280132539658731
[30299],0.01104624195896836
[47965],0.014703068654815287
[48675],0.010298192361524908
[47261],0.010743508297302102
[51929],0.011972940153393825
[56061],0.013054026526376791
[56619],0.010101003841134541
