[10],0.014070750586429112
[20],0.010973955568119267
[33],0.16978885687752826
[33, 40],0.04900958877089485
[33, 40, 49],0.010446920593332614
[33, 42],0.018964286515908868
[33, 49],0.046980399465299444
[33, 39],0.017742113130533872
[39],0.17480682718265042
[39, 49],0.046364112531143746
[39, 40, 49],0.01104413382803932
[39, 40],0.061107315413698404
[39, 42],0.023656572224324296
[39, 111],0.015851195602259824
[37, 39],0.017065160465383415
[39, 171],0.018949023006584353
[40],0.5699759439623205
[40, 49],0.16609822039408995
[40, 42, 49],0.014159540879483854
[40, 42],0.06808962386398251
[40, 111],0.010522530261634378
[37, 40],0.012280481705512483
[40, 238],0.0107991992134744
[40, 66],0.01691280069413786
[40, 171],0.012029262869671015
[40, 90],0.015645872028344932
[40, 311],0.01131210174075147
[40, 226],0.013940782818877472
[42],0.16622893653335277
[42, 49],0.05177691471296392
[37],0.03268073523416275
[38],0.01202467452086571
[49],0.47147614079950345
[49, 90],0.01540523029277486
[49, 66],0.014577498318989657
[49, 311],0.010208784797363707
[49, 226],0.010895622750453826
[50],0.01260581326512466
[61],0.015984280077135763
[66],0.04841443167249093
[79],0.011919484798546782
[80],0.017356840548287872
[102],0.024804679167388627
[90],0.041488943385070566
[111],0.031578637587942555
[118],0.011110782958789074
[124],0.013779389519875025
[148],0.01891232371820031
[162],0.011923320085775051
[171],0.03391244396722104
[49, 171],0.01003667512000004
[176],0.01093916654835866
[180],0.010920391441391682
[186],0.015185650687599243
[202],0.012941859595865983
[226],0.035984440389802384
[243],0.010272660310324854
[238],0.032120321113245455
[49, 238],0.010567986007181977
[250],0.011272178507829519
[259],0.010457402386991721
[256],0.016300456118135923
[265],0.010233678650295622
[271],0.018879802412094394
[272],0.02330323645752042
[287],0.014008172439016394
[302],0.013060577238739587
[311],0.027790303529543557
[339],0.014264377070505476
[414],0.02053656137118936
[439],0.020984116784308702
[476],0.02381988289895507
[480],0.010397600239428519
[523],0.010515432400739544
[534],0.0160654972251767
[549],0.012397147783091643
[590],0.012215615664408505
[593],0.014117647652413983
[605],0.012494111660668484
[678],0.012226995109427801
[741],0.013325328167517891
[784],0.010153524790561646
[825],0.013576409123667534
[1005],0.012654631839239013
[1147],0.015893711446623313
[1328],0.01997896314423011
[1394],0.012893551327123115
[2239],0.019091743960260785
[2959],0.01005585890886111
[12926],0.016595558047171288
[13042],0.011469439734234444
[14099],0.013817215887563737
[15833],0.0132330263884164
[16011],0.014559645106881446
[16218],0.013698404045267646
